CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
101897,101897:ACTION:TEM,Summon History,Action,Action,,,Temporis,,X,,,TEM,superior,Search your crypt (shuffle afterward) and/or ash heap for a non-scarce vampire card with capacity X or less and put that vampire in play (with no blood).,no,yes
101898,101898:ACTION:nec,Summon Soul,Action,Action,,,Necromancy,,,,,nec,inferior,"+1 stealth action.
This vampire gains 2 blood.",no,yes
101898,101898:ACTION:NEC,Summon Soul,Action,Action,,,Necromancy,,,,,NEC,superior,"+1 stealth action.
Remove this card from the game and shuffle up to two library cards from your ash heap into your library.",no,yes
101899,101899:COMBAT:ani,Summon Spirit Beast,Combat/Reaction,Combat,,,Spiritus/Animalism,,X,,,ani,inferior,Discard X cards.,no,yes
101899,101899:COMBAT:spi,Summon Spirit Beast,Combat/Reaction,Combat,,,Spiritus/Animalism,,X,,,spi,inferior,"Move X animal retainers from your ash heap to this vampire, with life from the blood bank equal to their starting amounts. After this minion phase ends, burn those retainers.",no,yes
101899,101899:REACTION:spi,Summon Spirit Beast,Combat/Reaction,Reaction,,,Spiritus/Animalism,,X,,,spi,inferior,"Move X animal retainers from your ash heap to this vampire, with life from the blood bank equal to their starting amounts. After this minion phase ends, burn those retainers.",no,yes
101899,101899:COMBAT:SPI,Summon Spirit Beast,Combat/Reaction,Combat,,,Spiritus/Animalism,,X,,,SPI,superior,"Move X animal retainers from your ash heap to this vampire, with life from the blood bank equal to their starting amounts. After this minion phase ends, burn those retainers, but the retainers are not burned until after the end of your next minion phase.",no,no
101899,101899:REACTION:SPI,Summon Spirit Beast,Combat/Reaction,Reaction,,,Spiritus/Animalism,,X,,,SPI,superior,"Move X animal retainers from your ash heap to this vampire, with life from the blood bank equal to their starting amounts. After this minion phase ends, burn those retainers, but the retainers are not burned until after the end of your next minion phase.",no,no
101900,101900:ACTION:obt,Summon the Abyss,Action,Action,,,Obtenebration,,2,,,obt,inferior,(D) Each ready vampire controlled by your prey burns 1 blood.,no,yes
101900,101900:ACTION:OBT,Summon the Abyss,Action,Action,,,Obtenebration,,2,,,OBT,superior,"(D) Each ready vampire controlled by your prey burns 1 blood, and this is a +1 stealth action.",no,yes
101901,101901:ACTION,Summon the Serpent,Action,Action,Follower of Set,,,,2,,,,none,"+1 stealth action.
Search your crypt for a vampire with Serpentis [ser], reveal them, and move them to your uncontrolled region with 1 blood (shuffle afterward).",no,yes
101902,101902:ACTION:pre,"Summoning, The",Action,Action,,,Presence,,,,,pre,inferior,"+1 stealth action.
Search your library for an ally or retainer. Show it to all players and put it in your hand (shuffle and discard afterward).",no,yes
101902,101902:ACTION:PRE,"Summoning, The",Action,Action,,,Presence,,,,,PRE,superior,"+1 stealth action.
Search your library for an ally. This vampire recruits that ally (requirements and cost apply as normal). Shuffle afterward.",no,yes
101903,101903:ACTION,Sunrise Service,Action,Action,,,,,,,,,none,"+1 stealth action. Requires a ready Sabbat vampire.
Put this card on the acting vampire; he or she takes one point of aggravated damage (not preventable). You may burn this card when this vampire declares an action to make that action unblockable.",no,yes
101904,101904:MASTER,"Sunset Strip, Hollywood",Master,Master,,,,1,,,,,none,"Master: unique location.
Lock to give all vampires +1 stealth on hunt actions until your next unlock phase. Lock to reduce the cost to recruit a mortal ally or employ a mortal retainer by 1 blood or pool (but never less than 0 blood or pool).",no,yes
101905,101905:COMBAT:for,Superior Mettle,Combat,Combat,,,Fortitude,,1,,,for,inferior,Prevent all damage from the opposing minion's strike.,no,yes
101905,101905:COMBAT:FOR,Superior Mettle,Combat,Combat,,,Fortitude,,1,,,FOR,superior,"Prevent all damage from the opposing minion's strike, and each round of this combat, this vampire may burn 1 blood to prevent all damage from the opposing minion's initial strike for that round.",no,yes
101906,101906:COMBAT,Supernatural Resistance,Combat/Reaction,Combat,,,,,,,Y,,none,"Requires a Laibon with three or more Orun.
Lock an Orun on this Laibon to cancel an action card targeting this Laibon or a strike card as it is played. Not usable to cancel a card that doesn't require a Discipline or that requires Celerity [cel] or Potence [pot].",no,no
101906,101906:REACTION,Supernatural Resistance,Combat/Reaction,Reaction,,,,,,,Y,,none,"Requires a Laibon with three or more Orun.
Lock an Orun on this Laibon to cancel an action card targeting this Laibon or a strike card as it is played. Not usable to cancel a card that doesn't require a Discipline or that requires Celerity [cel] or Potence [pot].",no,no
101907,101907:MODIFIER,Suppressing Fire,Action Modifier,Action Modifier,,,,,,,,,none,"Only usable by a ready unlocked minion with a gun other than the acting minion.
The blocking minion gets -1 intercept.",no,yes
101908,101908:COMBAT,Surge,Power,Combat,,,Vengeance,,,,,,none,[1 CONVICTION] Put three surge counters on this imbued. This imbued may burn any number of surge counters to prevent that amount of non-aggravated damage. Burn all surge counters on this imbued at the end of the action.,no,yes
101908,101908:REACTION,Surge,Power,Reaction,,,Vengeance,,,,,,none,[1 CONVICTION] Put three surge counters on this imbued. This imbued may burn any number of surge counters to prevent that amount of non-aggravated damage. Burn all surge counters on this imbued at the end of the action.,no,yes
101909,101909:REACTION,Surprise Influence,Reaction,Reaction,,,,,,,,,none,"Requires a ready vampire. Only usable during the referendum of a political action.
This reacting vampire gains 2 votes.",no,yes
101910,101910:ALLY,Survivalist,Ally,Ally,Brujah antitribu,,,2,,,,,none,"Mortal with 1 life. 0 strength, 0 bleed.
Survivalist may strike for 2R damage. He may lock to give a Brujah antitribu you control a maneuver.",no,yes
101911,101911:ACTION:chi,Suspension of Disbelief,Action,Action,,,Chimerstry,,,,,chi,inferior,(D) Bleed with +1 bleed.,no,yes
101911,101911:ACTION:CHI,Suspension of Disbelief,Action,Action,,,Chimerstry,,,,,CHI,superior,"(D) Bleed with +1 bleed, and minion cards that reduce the bleed or change its target cost 1 additional blood or life.",no,yes
101912,101912:MASTER,Svadharma,Master,Master,Ravnos,,,,,,,,none,Add 2 blood to a ready Ravnos.,no,yes
101913,101913:MODIFIER:obf,Swallowed by the Night,Action Modifier/Combat,Action Modifier,,,Obfuscate,,,,,obf,inferior,+1 stealth.,no,yes
101913,101913:COMBAT:OBF,Swallowed by the Night,Action Modifier/Combat,Combat,,,Obfuscate,,,,,OBF,superior,Maneuver.,no,yes
101914,101914:RETAINER,Swarm,Retainer,Retainer,,,,,1,,,,none,"Animal with 1 life. Requires a ready Laibon.
Put the Swarm on any ready minion (employing the Swarm is a +1 stealth (D) action if that minion is controlled by another Methuselah). If this action is blocked, put the Swarm on the acting minion instead (no cost is paid). During this minion's unlock phase, if the Swarm has more than 1 life, it burns a life; otherwise, it steals 1 blood or life from this minion. A minion may have only one Swarm.",no,yes
101915,101915:POLITICAL,Sweeper,Political Action,Political Action,,,,,,,,,none,"Requires a baron.
Choose a ready Anarch vampire. If this referendum is successful, put this card on the chosen anarch. During your unlock phase, if the anarch with this card is ready, you may look at the top card of each Methuselah's library (including your own).",no,yes
102342,102342:MODIFIER:cel,Swift Cover,Action Modifier/Combat,Action Modifier,,Cathari,Celerity/Obfuscate,,,,,cel,inferior,Strike: dodge.,no,no
102342,102342:COMBAT:cel,Swift Cover,Action Modifier/Combat,Combat,,Cathari,Celerity/Obfuscate,,,,,cel,inferior,Strike: dodge.,no,no
102342,102342:MODIFIER:obf,Swift Cover,Action Modifier/Combat,Action Modifier,,Cathari,Celerity/Obfuscate,,,,,obf,inferior,Strike: dodge.,no,no
102342,102342:COMBAT:obf,Swift Cover,Action Modifier/Combat,Combat,,Cathari,Celerity/Obfuscate,,,,,obf,inferior,Strike: dodge.,no,no
102342,102342:MODIFIER:CEL,Swift Cover,Action Modifier/Combat,Action Modifier,,Cathari,Celerity/Obfuscate,,,,,CEL,superior,+1 stealth.,no,no
102342,102342:COMBAT:CEL,Swift Cover,Action Modifier/Combat,Combat,,Cathari,Celerity/Obfuscate,,,,,CEL,superior,+1 stealth.,no,no
102342,102342:MODIFIER:OBF,Swift Cover,Action Modifier/Combat,Action Modifier,,Cathari,Celerity/Obfuscate,,,,,OBF,superior,+1 stealth.,no,no
102342,102342:COMBAT:OBF,Swift Cover,Action Modifier/Combat,Combat,,Cathari,Celerity/Obfuscate,,,,,OBF,superior,+1 stealth.,no,no
101916,101916:COMBAT:cel,Swiftness of the Stag,Action Modifier/Combat,Combat,,,Spiritus/Celerity,,,,,cel,inferior,Press.,no,yes
101916,101916:COMBAT:spi,Swiftness of the Stag,Action Modifier/Combat,Combat,,,Spiritus/Celerity,,,,,spi,inferior,Maneuver or press.,no,yes
101916,101916:MODIFIER:SPI,Swiftness of the Stag,Action Modifier/Combat,Action Modifier,,,Spiritus/Celerity,,,,,SPI,superior,+1 stealth.,no,yes
101917,101917:MASTER,Swiss Cut,Master,Master,Giovanni,,,,,,,,none,"Unique investment.
Put this card in play with 2 blood. You can use a master phase action to move 1 blood from this card to your pool or to a ready Giovanni you control. After any Methuselah plays an investment card, add 1 blood to this card. Burn this card if it has no blood.",no,yes
101918,101918:COMBAT,Swoop,Combat,Combat,,,Flight,,,,,,none,"Maneuver, only usable to go to close range, and this minion gets +1 strength on his or her initial strike this round. A minion may play only one Swoop each round.",no,yes
101919,101919:EQUIPMENT,Sword of Judgment,Equipment,Equipment,Brujah antitribu,,,2,,,,,none,"Unique melee weapon.
Strength+1 damage each strike, with an optional additional strike (limited) each round. Only usable by Brujah antitribu.",no,yes
101920,101920:EQUIPMENT,Sword of Nuln,Equipment,Equipment,Tremere,,,1,,,,,none,"Unique melee weapon.
Strike: strength damage. Vampires must spend twice the normal amount of blood to heal the damage from this weapon's strikes.",no,yes
102261,102261:EQUIPMENT,Sword of the Archangel,Equipment,Equipment,Salubri,,,2,,,,,none,"Unique melee weapon.
Strike: strength+1 aggravated damage. Once each combat, this Salubri can burn 1 blood to cancel a grapple or aim card as it is played by the opposing minion, and its cost is not paid. Once each turn, if the opposing vampire is burned during this weapon's strike resolution and the bearer remains ready, the bearer can unlock at the end of combat.",no,yes
101921,101921:COMBAT:ani,Sword of the Righteous,Combat,Combat,,,Valeren/Animalism,,1,,,ani,inferior,"Only usable before range is determined.
Choose one of this vampire's melee weapons. For the remainder of combat, this vampire inflicts +1 damage each strike with that weapon. A vampire can play only one Sword of the Righteous each combat.",no,yes
101921,101921:COMBAT:val,Sword of the Righteous,Combat,Combat,,,Valeren/Animalism,,1,,,val,inferior,"Only usable before range is determined.
Choose one of this vampire's melee weapons. For the remainder of combat, this vampire inflicts +1 damage each strike with that weapon. A vampire can play only one Sword of the Righteous each combat, and the damage this vampire inflicts with the weapon is aggravated.",no,yes
101921,101921:COMBAT:VAL,Sword of the Righteous,Combat,Combat,,,Valeren/Animalism,,1,,,VAL,superior,"Only usable before range is determined.
Choose one of this vampire's melee weapons. For the remainder of combat, this vampire inflicts +1 damage each strike with that weapon. A vampire can play only one Sword of the Righteous each combat, and the damage this vampire inflicts with the weapon is aggravated, and this vampire may prevent 1 damage this round.",no,yes
101922,101922:EQUIPMENT,Sword of Troile,Equipment,Equipment,Brujah,,,3,,,,,none,"Unique melee weapon.
Strike: strength+2 damage. The vampire with this card has superior Potence [POT] and superior Presence [PRE]. Each strike the bearer makes at close range must be with this weapon if possible. Bearer cannot use maneuvers to go to long range.",no,yes
101923,101923:COMBAT:chi+for,Sympathetic Agony,Combat,Combat,,,Chimerstry & Fortitude,,,,,chi+for,inferior,"This combat, if any damage is successfully inflicted on this vampire in a round, the opposing minion cannot press that round.",no,yes
101923,101923:COMBAT:CHI+FOR,Sympathetic Agony,Combat,Combat,,,Chimerstry & Fortitude,,,,,CHI+FOR,superior,"This combat, if any damage is successfully inflicted on this vampire in a round, the opposing minion cannot press that round, and if any damage is successfully inflicted on this vampire in a round, the opposing minion cannot use additional strikes that round.",no,yes
102360,102360:RETAINER,Szlachta Assistant,Retainer,Retainer,Tzimisce,,,,,,,,none,"Ghoul with 2 life.
The employer can burn this retainer to reduce the cost of a ghoul ally requiring a Tzimisce they recruit by 2 blood or pool.",no,yes
102361,102361:RETAINER,Szlachta Bodyguard,Retainer,Retainer,Tzimisce,,,,1,,,,none,"Ghoul with 2 life.
The employer can lock this retainer to prevent 1 damage in combat. You can burn this retainer to have an action directed at a minion you control fail.",no,yes
101924,101924:MASTER,Tabriz Assembly,Master,Master,True Brujah,,,,,,Y,,none,"Unique.
Put this card in play. You get +1 hand size. During your unlock phase, a True Brujah you control can gain 1 blood. Vampires can call a referendum to burn this card as a +1 stealth political action; during that referendum, you get +1 vote.",no,yes
